TIPO_ACTIVIDAD;SECC._TARIFA;EPIGRAFE;DESCRIPCION;NUMERO
LOCAL_AFECTO;1;6141;COM.MAY.PTOS.FARMACEUTICOS_Y_MEDICAMENTO;1
EMPRESARIAL;1;6142;COM.MAY.PTOS.PERFUMERIA;81
LOCAL_AFECTO;1;6142;COM.MAY.PTOS.PERFUMERIA;2
EMPRESARIAL;1;6143;COM.MAY.PTOS.MANTENIMIENTO_HOGAR;15
LOCAL_AFECTO;1;6143;COM.MAY.PTOS.MANTENIMIENTO_HOGAR;1
EMPRESARIAL;1;6151;COM.MAY.VEHICULOS_Y_SUS_ACCESORIOS;59
EMPRESARIAL;1;6152;COM.MAY._DE_MUEBLES;40
LOCAL_AFECTO;1;6152;COM.MAY._DE_MUEBLES;2
EMPRESARIAL;1;6153;COM._MAY._APARATOS_ELECTRODOMESTICOS;44
LOCAL_AFECTO;1;6153;COM._MAY._APARATOS_ELECTRODOMESTICOS;2
EMPRESARIAL;1;6154;COM.MAY.APAR.Y_MAT._ELECTRONICO;65
LOCAL_AFECTO;1;6154;COM.MAY.APAR.Y_MAT._ELECTRONICO;1
EMPRESARIAL;1;6156;GALERIAS_DE_ARTE;19
EMPRESARIAL;1;6159;COM.MAY.OTROS_ART._CONSUMO_DURADERO_NCOP;13
EMPRESARIAL;1;6161;COM.MAY._CARBON;4
EMPRESARIAL;1;6162;COM.MAY._HIERRO_Y_ACERO;24
EMPRESARIAL;1;6163;COM.MAY._MINERALES;2
EMPRESARIAL;1;6164;COM.MAY._METALES_NO_FERREOS;13
EMPRESARIAL;1;6165;COM.MAY._PETROLEO_Y_LUBRICANTES;16
EMPRESARIAL;1;6166;COM.MAY.PTOS._QUIMICOS_INDUSTRIALES;16
EMPRESARIAL;1;6169;COM.MAY.PTOS.INTERINDUSTRIALES_Y_QUIMIC.;4
EMPRESARIAL;1;6171;COM.MAY.FIBRAS_TEXTILES_BRUTAS;1
EMPRESARIAL;1;6172;COM.MAY._CUEROS_Y_PIELES_EN_BRUTO;1
EMPRESARIAL;1;6173;COM.MAY._MADERA_Y_CORCHO;31
EMPRESARIAL;1;6174;COM.MAY._MATERIALES_CONSTRUCCION;76
LOCAL_AFECTO;1;6174;COM.MAY._MATERIALES_CONSTRUCCION;2
EMPRESARIAL;1;6175;COM.MAY._MAQUINARIA_PARA_MADERA_Y_METAL;32
EMPRESARIAL;1;6176;COM.MAY._MAQUINARIA_AGRICOLA;5
EMPRESARIAL;1;6177;COM.MAY._MAQUINARIA_TEXTIL;2
LOCAL_AFECTO;1;6177;COM.MAY._MAQUINARIA_TEXTIL;1
EMPRESARIAL;1;6178;COM.MAY._MAQUINAS_Y_MATERIAL_OFICINA;43
LOCAL_AFECTO;1;6178;COM.MAY._MAQUINAS_Y_MATERIAL_OFICINA;2
EMPRESARIAL;1;6179;COM.MAY.INTERINDUSTRIAL_EXCEP._QUIMICA;112
LOCAL_AFECTO;1;6179;COM.MAY.INTERINDUSTRIAL_EXCEP._QUIMICA;9
EMPRESARIAL;1;6181;EXPORTACION_TODA_CLASE_MERCANCIAS;7
LOCAL_AFECTO;1;6181;EXPORTACION_TODA_CLASE_MERCANCIAS;1
EMPRESARIAL;1;6191;COM.MAY._JUGUETES_Y_ARTICULOS_DEPORTE;23
LOCAL_AFECTO;1;6191;COM.MAY._JUGUETES_Y_ARTICULOS_DEPORTE;1
EMPRESARIAL;1;6192;COM.MAY._INSTRUM._MEDICOS_Y_ORTOPEDICOS;34
LOCAL_AFECTO;1;6192;COM.MAY._INSTRUM._MEDICOS_Y_ORTOPEDICOS;4
EMPRESARIAL;1;6193;COM.MAY._METALES_PRECIOSOS;27
LOCAL_AFECTO;1;6193;COM.MAY._METALES_PRECIOSOS;2
EMPRESARIAL;1;6194;COM.MAY.PTOS._DE_PAPEL_Y_CARTON;11
EMPRESARIAL;1;6195;COM.MAY.ART.PAPELERIA_Y_ESCRITORIO;19
EMPRESARIAL;1;6196;COM.MAY._LIBROS;9
EMPRESARIAL;1;6197;COM.MAY.INSTRUM.PRECISION_Y_MEDIDA;2
EMPRESARIAL;1;6198;COMPRA-VENTA_DE_GANADO;12
EMPRESARIAL;1;6199;COM.MAY.OTROS_PRODUCTOS_NCOP;26
LOCAL_AFECTO;1;6199;COM.MAY.OTROS_PRODUCTOS_NCOP;1
EMPRESARIAL;1;621;COM.MAY.CHATARRA_Y_METALES_DESECHO;40
LOCAL_AFECTO;1;621;COM.MAY.CHATARRA_Y_METALES_DESECHO;4
EMPRESARIAL;1;622;COM.MAY.OTROS_PTOS._RECUPERACION;7
EMPRESARIAL;1;623;RECUPERACION_Y_COM._RESIDUOS_SIN_ESTABL.;6
EMPRESARIAL;1;631;INTERMEDIARIOS_DEL_COMERCIO;194
LOCAL_AFECTO;1;631;INTERMEDIARIOS_DEL_COMERCIO;7
EMPRESARIAL;1;641;COM.MEN.FRUTAS;67
LOCAL_AFECTO;1;641;COM.MEN.FRUTAS;1
EMPRESARIAL;1;6421;COM.MEN.CARNES;12
EMPRESARIAL;1;6422;COM.MEN.CARNICERIAS-CHARCUTERIAS;64
EMPRESARIAL;1;6423;COM.MEN.CARNICERIAS-SALCHICHERIAS;55
EMPRESARIAL;1;6424;COM.MEN.CARNICERIAS;43
EMPRESARIAL;1;6425;COM.MEN.HUEVOS;2
EMPRESARIAL;1;6431;COM.MEN.PESCADOS;111
LOCAL_AFECTO;1;6431;COM.MEN.PESCADOS;2
EMPRESARIAL;1;6441;COM.MEN.PAN;138
EMPRESARIAL;1;6442;DESPACHOS_PAN;40
EMPRESARIAL;1;6443;COM.MEN.PTOS.PASTELERIA;38
LOCAL_AFECTO;1;6443;COM.MEN.PTOS.PASTELERIA;1
EMPRESARIAL;1;6444;COM.MEN.HELADOS;4
EMPRESARIAL;1;6445;COM.MEN.BOMBONES_Y_CARAMELOS;10
EMPRESARIAL;1;6446;COM.MEN.MASAS_FRITAS;48
EMPRESARIAL;1;645;COM.MEN.VINOS_Y_BEBIDAS;6
LOCAL_AFECTO;1;645;COM.MEN.VINOS_Y_BEBIDAS;1
EMPRESARIAL;1;6461;COM.MEN.TABACOS_EN_EXPENDIDURIA;76
LOCAL_AFECTO;1;6461;COM.MEN.TABACOS_EN_EXPENDIDURIA;1
EMPRESARIAL;1;6464;COM.MEN.TABACO_CON_VENTA_POR_RECARGO;192
EMPRESARIAL;1;6465;COM.MEN.TABACO_MAQUINAS_AUTOMATICAS;552
EMPRESARIAL;1;6466;COM.MEN.TABACOS_VENTA_NO_ESTANCADA;1
EMPRESARIAL;1;6468;COM.MEN._ARTICULOS_PARA_FUMADORES;5
EMPRESARIAL;1;6471;COM.MEN.PTOS.ALIMENTICIOS_Y_BEBIDAS;357
LOCAL_AFECTO;1;6471;COM.MEN.PTOS.ALIMENTICIOS_Y_BEBIDAS;3
EMPRESARIAL;1;6472;COM.MEN.PTOS.ALIMENTICIOS_MENOS_120_M2;39
EMPRESARIAL;1;6473;COM.MEN.PTOS.ALIMENTICIOS_120_-_399_M2;22
EMPRESARIAL;1;6474;COM.MEN.PTOS.ALIMENTICIOS_SUP.400_M2;76
EMPRESARIAL;1;6475;PTOS.ALIMENTICIOS_Y_BEB._MAQUINAS;61
LOCAL_AFECTO;1;6475;PTOS.ALIMENTICIOS_Y_BEB._MAQUINAS;1
EMPRESARIAL;1;6511;COM.MEN.PTOS.TEXTILES_PARA_EL_HOGAR;108
LOCAL_AFECTO;1;6511;COM.MEN.PTOS.TEXTILES_PARA_EL_HOGAR;4
EMPRESARIAL;1;6512;COM.MEN.PRENDAS_DE_VESTIR_Y_TOCADO;611
LOCAL_AFECTO;1;6512;COM.MEN.PRENDAS_DE_VESTIR_Y_TOCADO;22
EMPRESARIAL;1;6513;COM.MEN.LENCERIA_Y_CORSETERIA;54
EMPRESARIAL;1;6514;COM.MEN.MERCERIA_Y_PAQUETERIA;108
LOCAL_AFECTO;1;6514;COM.MEN.MERCERIA_Y_PAQUETERIA;3
EMPRESARIAL;1;6515;COM.MEN.PRENDAS_ESPECIALES;17
EMPRESARIAL;1;6516;COM.MEN.CALZADO_Y_COMPLEMENTOS_PIEL;194
LOCAL_AFECTO;1;6516;COM.MEN.CALZADO_Y_COMPLEMENTOS_PIEL;12
EMPRESARIAL;1;6517;COM.MEN.CONFECCIONES_DE_PELETERIA;7
LOCAL_AFECTO;1;6517;COM.MEN.CONFECCIONES_DE_PELETERIA;2
EMPRESARIAL;1;6521;FARMACIAS;132
LOCAL_AFECTO;1;6521;FARMACIAS;3
EMPRESARIAL;1;6522;COM.MEN.PTOS.DROGUERIA;105
LOCAL_AFECTO;1;6522;COM.MEN.PTOS.DROGUERIA;2
EMPRESARIAL;1;6523;COM.MEN.PTOS.PERFUMERIA_Y_COSMETICA;110
EMPRESARIAL;1;6524;COM.MEN.PLANTAS_Y_HIERBAS;87
LOCAL_AFECTO;1;6524;COM.MEN.PLANTAS_Y_HIERBAS;1
EMPRESARIAL;1;6531;COM.MEN.MUEBLES_(EXCEPTO_OFICINA);190
LOCAL_AFECTO;1;6531;COM.MEN.MUEBLES_(EXCEPTO_OFICINA);16
EMPRESARIAL;1;6532;COM.MEN.APARATOS_DE_USO_DOMESTICO;288
LOCAL_AFECTO;1;6532;COM.MEN.APARATOS_DE_USO_DOMESTICO;13
EMPRESARIAL;1;6533;COM.MEN.ART.MENAJE;273
LOCAL_AFECTO;1;6533;COM.MEN.ART.MENAJE;14
EMPRESARIAL;1;6534;COM.MEN.MATERIALES_DE_CONSTRUCCION;100
LOCAL_AFECTO;1;6534;COM.MEN.MATERIALES_DE_CONSTRUCCION;8
EMPRESARIAL;1;6535;COM.MEN.PUERTAS;68
LOCAL_AFECTO;1;6535;COM.MEN.PUERTAS;3
EMPRESARIAL;1;6536;COM._MEN._ARTICULOS_DE_'BRICOLAGE';9
EMPRESARIAL;1;6539;COM.MEN.ART.HOGAR_NCOP;39
LOCAL_AFECTO;1;6539;COM.MEN.ART.HOGAR_NCOP;5
EMPRESARIAL;1;6541;COM.MEN.VEHICULOS_TERRESTRES;116
LOCAL_AFECTO;1;6541;COM.MEN.VEHICULOS_TERRESTRES;6
EMPRESARIAL;1;6542;COM.MEN.ACCESORIOS_Y_RECAMBIOS_VEHICULOS;34
LOCAL_AFECTO;1;6542;COM.MEN.ACCESORIOS_Y_RECAMBIOS_VEHICULOS;2
EMPRESARIAL;1;6544;COM.MEN.VEHICULOS_FLUVIALES_Y_MARITIMOS;4
EMPRESARIAL;1;6545;COM.MEN.DE_TODA_CLASE_DE_MAQUINARIA;63
LOCAL_AFECTO;1;6545;COM.MEN.DE_TODA_CLASE_DE_MAQUINARIA;2
EMPRESARIAL;1;6546;COM.MEN.CUBIERTAS;23
LOCAL_AFECTO;1;6546;COM.MEN.CUBIERTAS;1
EMPRESARIAL;1;6551;COM.MEN.COMBUSTIBLES_TODAS_CLASES;6
EMPRESARIAL;1;6552;COM.MEN.GASES_COMBUSTIBLES;7
LOCAL_AFECTO;1;6552;COM.MEN.GASES_COMBUSTIBLES;1
EMPRESARIAL;1;6553;COM.MEN.CARBURANTES_Y_ACEITES_VEHICULOS;42
EMPRESARIAL;1;656;COM._MEN._DE_BIENES_USADOS;22
LOCAL_AFECTO;1;656;COM._MEN._DE_BIENES_USADOS;1
EMPRESARIAL;1;657;COM.MEN._INSTRUMENTOS_MUSICA_Y_ACCESORIO;10
EMPRESARIAL;1;6591;COM.MEN.SELLOS;17
EMPRESARIAL;1;6592;COM.MEN.MUEBLES_Y_MAQUINAS_DE_OFICINA;182
LOCAL_AFECTO;1;6592;COM.MEN.MUEBLES_Y_MAQUINAS_DE_OFICINA;5
EMPRESARIAL;1;6593;COM.MEN.APARATOS_MEDICOS;121
LOCAL_AFECTO;1;6593;COM.MEN.APARATOS_MEDICOS;2
EMPRESARIAL;1;6594;COM.MEN.LIBROS;332
LOCAL_AFECTO;1;6594;COM.MEN.LIBROS;7
EMPRESARIAL;1;6595;COM.MEN.ART.JOYERIA;134
LOCAL_AFECTO;1;6595;COM.MEN.ART.JOYERIA;4
EMPRESARIAL;1;6596;COM.MEN.JUGUETES;129
LOCAL_AFECTO;1;6596;COM.MEN.JUGUETES;5
EMPRESARIAL;1;6597;COM.MEN.SEMILLAS;134
LOCAL_AFECTO;1;6597;COM.MEN.SEMILLAS;2
EMPRESARIAL;1;6598;COM.MEN.SEX-SHOP;7
LOCAL_AFECTO;1;6598;COM.MEN.SEX-SHOP;2
EMPRESARIAL;1;6599;COM.MEN.OTROS_PTOS._NCOP;37
LOCAL_AFECTO;1;6599;COM.MEN.OTROS_PTOS._NCOP;1
EMPRESARIAL;1;6611;COM.MEN.GRANDES_ALMACENES;2
EMPRESARIAL;1;6612;COM.MEN.EN_HIPERMERCADOS;6
EMPRESARIAL;1;6613;COM.MEN.ALMACENES_POPULARES;15
EMPRESARIAL;1;6622;COM.MEN.TODA_CLASE_ART._EN_OTROS_LOCALES;128
LOCAL_AFECTO;1;6622;COM.MEN.TODA_CLASE_ART._EN_OTROS_LOCALES;8
EMPRESARIAL;1;6631;COM.MEN.PTOS.ALIMENTICIOS_SIN_ESTABLEC.;48
EMPRESARIAL;1;6632;COM.MEN.TEXTILES_Y_CONFECC.SIN_ESTABLEC.;19
LOCAL_AFECTO;1;6632;COM.MEN.TEXTILES_Y_CONFECC.SIN_ESTABLEC.;1
EMPRESARIAL;1;6633;COM.MEN.CALZADO_SIN_ESTABLECIMIENTO;8
EMPRESARIAL;1;6634;COM.MEN.DROGUERIA_SIN_ESTABLECIMIENTO;11
EMPRESARIAL;1;6639;COM.MEN.OTRAS_MERCANCIAS_SIN_ESTABLECIM.;70
LOCAL_AFECTO;1;6639;COM.MEN.OTRAS_MERCANCIAS_SIN_ESTABLECIM.;2
EMPRESARIAL;1;6641;VENTA_ARTICULOS_DIVERSOS_EN_EXPOSITORES;3
EMPRESARIAL;1;6649;COM.MEN.ART.DIVERSOS_EN_MAQUINAS;4
EMPRESARIAL;1;665;COM.MEN.POR_CORREO_O_CATALOGO;7
LOCAL_AFECTO;1;665;COM.MEN.POR_CORREO_O_CATALOGO;1
EMPRESARIAL;1;6712;RESTAURANTES_CUATRO_TENEDORES;3
EMPRESARIAL;1;6713;RESTAURANTES_DE_TRES_TENEDORES;4
EMPRESARIAL;1;6714;RESTAURANTES_DE_DOS_TENEDORES;129
LOCAL_AFECTO;1;6714;RESTAURANTES_DE_DOS_TENEDORES;1
EMPRESARIAL;1;6715;RESTAURANTES_DE_UN_TENEDOR;245
LOCAL_AFECTO;1;6715;RESTAURANTES_DE_UN_TENEDOR;7
EMPRESARIAL;1;6721;CAFETERIAS_TRES_TAZAS;9
EMPRESARIAL;1;6722;CAFETERIAS_DOS_TAZAS;52
LOCAL_AFECTO;1;6722;CAFETERIAS_DOS_TAZAS;1
EMPRESARIAL;1;6723;CAFETERIAS_DE_UNA_TAZA;128
LOCAL_AFECTO;1;6723;CAFETERIAS_DE_UNA_TAZA;2
EMPRESARIAL;1;6731;BARES_CATEGORIA_ESPECIAL;106
LOCAL_AFECTO;1;6731;BARES_CATEGORIA_ESPECIAL;4
EMPRESARIAL;1;6732;OTROS_CAFES_Y_BARES;1660
LOCAL_AFECTO;1;6732;OTROS_CAFES_Y_BARES;14
EMPRESARIAL;1;6741;CAFE-BAR_EN_VEHICULO;1
EMPRESARIAL;1;6745;CAFE-BAR_SOCIEDADES;13
LOCAL_AFECTO;1;6745;CAFE-BAR_SOCIEDADES;1
EMPRESARIAL;1;6746;CAFE-BAR_TEATROS_Y_CINES;6
EMPRESARIAL;1;6747;SERVICIOS_EN_PARQUES_O_RECINTOS_FERIALES;2
EMPRESARIAL;1;675;CAFES-BARES_EN_QUIOSCOS;7
EMPRESARIAL;1;676;CHOCOLATERIAS;1
EMPRESARIAL;1;6771;HOSTELERIA_Y_RESTAURACION_SIN_ESTABLEC.;15
EMPRESARIAL;1;6779;OTROS_SERV._ALIMENTACION_-_RESTAURACION;62
EMPRESARIAL;1;681;HOSPEDAJE_EN_HOTELES_Y_MOTELES;52
LOCAL_AFECTO;1;681;HOSPEDAJE_EN_HOTELES_Y_MOTELES;2
EMPRESARIAL;1;682;HOSPEDAJE_EN_HOSTALES_Y_PENSIONES;21
EMPRESARIAL;1;683;HOSPEDAJES_EN_FONDAS_Y_CASAS_HUESPEDES;9
EMPRESARIAL;1;684;HOSPEDAJE_EN_APARTA-HOTELES;2
EMPRESARIAL;1;685;ALOJAMIENTOS_TURISTICOS_EXTRAHOTELEROS;15
EMPRESARIAL;1;686;EXPLOTACION_APARTAMENTOS_PRIVADOS;1
EMPRESARIAL;1;6872;CAMPAMENTOS_DE_PRIMERA_CLASE;1
EMPRESARIAL;1;6911;REPARACION_ART._ELECTRODOMESTICOS;65
EMPRESARIAL;1;6912;REPARACION_AUTOMOVILES_Y_BICICLETAS;302
LOCAL_AFECTO;1;6912;REPARACION_AUTOMOVILES_Y_BICICLETAS;3
EMPRESARIAL;1;6919;REPARACION_OTROS_BIENES_CONSUMO_NCOP;123
LOCAL_AFECTO;1;6919;REPARACION_OTROS_BIENES_CONSUMO_NCOP;1
EMPRESARIAL;1;692;REPARACION_DE_MAQUINARIA_INDUSTRIAL;80
LOCAL_AFECTO;1;692;REPARACION_DE_MAQUINARIA_INDUSTRIAL;4
EMPRESARIAL;1;699;OTRAS_REPARACIONES_NCOP;86
LOCAL_AFECTO;1;699;OTRAS_REPARACIONES_NCOP;4
EMPRESARIAL;1;711;TTE._FERROCARRIL_DE_VIA_NORMAL;2
EMPRESARIAL;1;712;TTE._FERROVIARIO_DE_VIA_ESTRECHA;1
EMPRESARIAL;1;7211;TTE._URBANO_COLECTIVO;4
LOCAL_AFECTO;1;7211;TTE._URBANO_COLECTIVO;1
EMPRESARIAL;1;7212;TTE._POR_AUTOTAXIS;93
EMPRESARIAL;1;7213;TTE._VIAJEROS_POR_CARRETERA;3
EMPRESARIAL;1;722;TTE._MERCANCIAS_POR_CARRETERA;369
LOCAL_AFECTO;1;722;TTE._MERCANCIAS_POR_CARRETERA;23
EMPRESARIAL;1;729;OTROS_TTES._TERRESTRES_NCOP;2
LOCAL_AFECTO;1;7331;TTE._CABOTAJE_Y_VIAS_INTERIOR_VIAJEROS;1
EMPRESARIAL;1;7332;TTE._CABOTAJE_Y_VIAS_INTERIOR_MERCANCIAS;2
EMPRESARIAL;1;7421;TTE._AEREO_NACIONAL_VIAJEROS;1
EMPRESARIAL;1;7511;GUARDIA_Y_CUSTODIA_VEHICULOS_EN_GARAJES;49
EMPRESARIAL;1;7512;GUARDIA_Y_CUSTODIA_VEHICULOS_'PARKING';54
LOCAL_AFECTO;1;7512;GUARDIA_Y_CUSTODIA_VEHICULOS_'PARKING';2
EMPRESARIAL;1;7513;GUARDIA_Y_CUSTODIA_VEHICULOS_EN_SOLARES;7
EMPRESARIAL;1;7515;ENGRASE_Y_LAVADO_DE_VEHICULOS;61
EMPRESARIAL;1;7516;SERVICIOS_DE_CARGA_Y_DESCARGA_MERCANCIAS;4
EMPRESARIAL;1;7521;SERVICIOS_PILOTAJE_Y_PRACTICOS_PUERTOS;3
LOCAL_AFECTO;1;7521;SERVICIOS_PILOTAJE_Y_PRACTICOS_PUERTOS;1
EMPRESARIAL;1;7523;SERVICIOS_DE_REMOLQUE_DE_NAVIOS;2
LOCAL_AFECTO;1;7523;SERVICIOS_DE_REMOLQUE_DE_NAVIOS;1
EMPRESARIAL;1;7525;SERV._SALVAMENTO_Y_RECUPERACION_BARCOS;2
EMPRESARIAL;1;7526;SERVICIOS_CARGA_Y_DESCARGA_DE_BUQUES;12
LOCAL_AFECTO;1;7526;SERVICIOS_CARGA_Y_DESCARGA_DE_BUQUES;5
EMPRESARIAL;1;7527;EXPLOTACION_DE_PUERTOS;2
EMPRESARIAL;1;7534;SERV._REMOLQUE;1
EMPRESARIAL;1;7539;OTROS_SERV._ANEXOS_AL_TTE._AEREO_NCOP;2
EMPRESARIAL;1;7541;DEPOSITOS_Y_ALMACENES_GENERALES;10
LOCAL_AFECTO;1;7541;DEPOSITOS_Y_ALMACENES_GENERALES;1
EMPRESARIAL;1;7544;ALMACENES_FRIGORIFICOS;2
EMPRESARIAL;1;7545;ALMACENES_Y_DEPOSITOS_DE_LIQUIDOS;2
LOCAL_AFECTO;1;7545;ALMACENES_Y_DEPOSITOS_DE_LIQUIDOS;1
EMPRESARIAL;1;7546;GUARDAMUEBLES;4
EMPRESARIAL;1;7549;OTROS_DEPOSITOS_ESPECIALES_NCOP;4
LOCAL_AFECTO;1;7549;OTROS_DEPOSITOS_ESPECIALES_NCOP;2
EMPRESARIAL;1;755;AGENCIAS_DE_VIAJES;117
EMPRESARIAL;1;756;ACTIV._AUXILIARES_Y_COMPLEMENTARIAS_TTE.;131
LOCAL_AFECTO;1;756;ACTIV._AUXILIARES_Y_COMPLEMENTARIAS_TTE.;10
EMPRESARIAL;1;757;SERVICIO_DE_MUDANZAS;2
LOCAL_AFECTO;1;757;SERVICIO_DE_MUDANZAS;1
LOCAL_AFECTO;1;7611;SERVICIO_DE_TELEFONIA_FIJA;1
EMPRESARIAL;1;769;OTROS_SERVICIOS_DE_TELECOMUNICACION;23
LOCAL_AFECTO;1;769;OTROS_SERVICIOS_DE_TELECOMUNICACION;1
EMPRESARIAL;1;811;BANCA;211
LOCAL_AFECTO;1;811;BANCA;7
EMPRESARIAL;1;812;CAJAS_DE_AHORRO;27
LOCAL_AFECTO;1;812;CAJAS_DE_AHORRO;4
EMPRESARIAL;1;8192;ESTABLECIMIENTOS_FINANCIEROS_DE_CREDITO;1
EMPRESARIAL;1;8193;E._F._C._ACT._DE_PRESTAMOS_Y_CREDITO;5
EMPRESARIAL;1;8195;E._F._C._ACT._ARRENDAMIENTO_FINANCIERO;2
EMPRESARIAL;1;8196;ENTIDADES_DE_CAMBIO_DE_MONEDA;3
EMPRESARIAL;1;8199;OTRAS_ENTIDADES_FINANCIERAS_NCOP;14
EMPRESARIAL;1;821;ENTIDADES_ASEGURADORES_DE_VIDA_Y_CAPIT.;15
LOCAL_AFECTO;1;821;ENTIDADES_ASEGURADORES_DE_VIDA_Y_CAPIT.;1
EMPRESARIAL;1;822;ASEGURADORAS_DE_ENFERMEDAD_Y_RIESGOS;25
LOCAL_AFECTO;1;822;ASEGURADORAS_DE_ENFERMEDAD_Y_RIESGOS;1
EMPRESARIAL;1;823;OTRAS_ENTIDADES_ASEGURADORAS;5
EMPRESARIAL;1;8311;SERV.COMPRA-VTA._DE_VALORES_MOBILIARIOS;6
EMPRESARIAL;1;8312;SER._FINANC._CONTRATACION_PRODUCTOS;2
EMPRESARIAL;1;8313;SERV._DE_COMPENSACION_BANCARIA;1
EMPRESARIAL;1;8319;OTROS_SERVICIOS_FINANCIEROS_NCOP;42
EMPRESARIAL;1;8321;AGENCIAS_DE_SEGUROS_Y_CORREDURIAS;84
EMPRESARIAL;1;8322;SERV._TASACION_Y_TARIFICACION_SEGUROS;17
LOCAL_AFECTO;1;8322;SERV._TASACION_Y_TARIFICACION_SEGUROS;1
EMPRESARIAL;1;8329;OTROS_SERV._AUXILIARES_DE_SEGUROS;23
EMPRESARIAL;1;8331;PROMOCION_INMOBILIARIA_DE_TERRENOS;91
LOCAL_AFECTO;1;8331;PROMOCION_INMOBILIARIA_DE_TERRENOS;9
EMPRESARIAL;1;8332;PROMOCION_INMOBILIARIA_DE_EDIFICACIONES;505
LOCAL_AFECTO;1;8332;PROMOCION_INMOBILIARIA_DE_EDIFICACIONES;115
EMPRESARIAL;1;834;SERV._PROPIEDAD_INMOBILIARIA_E_INDUSTRIA;242
LOCAL_AFECTO;1;834;SERV._PROPIEDAD_INMOBILIARIA_E_INDUSTRIA;4
EMPRESARIAL;1;841;SERVICIOS_JURIDICOS;122
LOCAL_AFECTO;1;841;SERVICIOS_JURIDICOS;1
EMPRESARIAL;1;842;SERVICIOS_FINANCIEROS_Y_CONTABLES;249
LOCAL_AFECTO;1;842;SERVICIOS_FINANCIEROS_Y_CONTABLES;2
EMPRESARIAL;1;8431;SERVICIOS_TECNICOS_DE_INGENIERIA;180
LOCAL_AFECTO;1;8431;SERVICIOS_TECNICOS_DE_INGENIERIA;4
EMPRESARIAL;1;8432;SERV._TEC._DE_ARQUITECTURA;70
LOCAL_AFECTO;1;8432;SERV._TEC._DE_ARQUITECTURA;2
EMPRESARIAL;1;8433;SERV._TEC._PROSPECCIONES_Y_GEOLOGIA;3
LOCAL_AFECTO;1;8433;SERV._TEC._PROSPECCIONES_Y_GEOLOGIA;1
EMPRESARIAL;1;8434;SERV._TECNICOS_DE_TOPOGRAFIA;7
